pl_name,hostname,pl_orbsmax,pl_orbper,pl_orbeccen,pl_bmasse,pl_rade,st_mass,st_rad,st_teff
"Kepler-709 b","Kepler-709",0.1173000000,16.08524954000,0.000000,8.85000000,2.92000000,0.800000,0.770000,5071.00
"Kepler-1625 b","Kepler-1625",0.8776200000,287.37894900000,0.000000,30.60000000,6.06000000,0.960000,0.940000,5677.00
"Kepler-702 b","Kepler-702",0.0880000000,10.52629406300,0.000000,61.80000000,9.17000000,0.900000,0.860000,5419.00
"Kepler-609 b","Kepler-609",0.0682000000,6.52121066600,0.000000,11.20000000,3.35000000,1.090000,1.140000,5971.00
"Kepler-724 b","Kepler-724",0.0433000000,3.31494633800,0.000000,10.80000000,3.29000000,0.900000,0.860000,5437.00
"Kepler-1524 b","Kepler-1524",0.3392000000,70.96746030000,0.000000,12.30000000,3.54000000,1.170000,1.250000,6179.00
"Kepler-495 b","Kepler-495",0.0427000000,3.41303622100,0.000000,23.80000000,5.23000000,0.860000,0.830000,5346.00
"Kepler-540 b","Kepler-540",0.5882200000,172.70497840000,0.000000,7.80000000,2.71000000,1.020000,1.080000,5946.00
"Kepler-1086 c","Kepler-1086",0.5030000000,161.51633450000,0.000000,8.96000000,2.94000000,0.700000,0.660000,4350.00
"Kepler-604 b","Kepler-604",0.1735000000,25.85501786000,0.000000,7.22000000,2.59000000,1.020000,1.030000,5890.00
"Kepler-1627 b","Kepler-1627",0.0643000000,7.20283653000,0.000000,13.20000000,3.69000000,0.870000,0.840000,5445.00
"Kepler-1510 b","Kepler-1510",0.4089000000,84.70392100000,0.000000,11.20000000,3.36000000,1.190000,1.280000,6200.00
"Kepler-1526 b","Kepler-1526",0.0418000000,3.90863200500,0.000000,6.48000000,2.43000000,0.730000,0.690000,4601.00
"Kepler-642 b","Kepler-642",0.0563100000,4.41745855000,0.000000,8.75000000,2.90000000,1.400000,1.660000,6570.00
"Kepler-711 b","Kepler-711",0.1429000000,23.58914398000,0.000000,11.50000000,3.41000000,0.840000,0.800000,5222.00
"Kepler-726 b","Kepler-726",0.1406000000,21.80451088000,0.000000,10.70000000,3.26000000,0.880000,0.850000,5452.00
"Kepler-1388 d","Kepler-1388",0.1260000000,20.95681580000,0.000000,8.55000000,2.86000000,0.630000,0.610000,4098.00
"Kepler-1632 b","Kepler-1632",0.6762000000,448.30355800000,0.000000,6.66000000,2.47000000,1.120000,1.190000,6137.00
"Kepler-714 b","Kepler-714",0.0832000000,8.09888798600,0.000000,67.60000000,9.67000000,1.090000,1.120000,5995.00
"Kepler-713 b","Kepler-713",0.0748000000,7.41114100000,0.000000,6.71000000,2.48000000,0.980000,0.990000,5785.00
"Kepler-489 b","Kepler-489",0.1210900000,17.27629611900,0.000000,46.10000000,7.72000000,0.820000,0.760000,5014.00
"Kepler-1635 b","Kepler-1635",1.1266400000,469.63111000000,0.000000,12.90000000,3.64000000,0.890000,0.850000,5347.00
"Kepler-545 b","Kepler-545",0.1124800000,13.24934059000,0.000000,7.70000000,2.69000000,1.040000,1.070000,5882.00
"Kepler-636 b","Kepler-636",0.1185000000,16.08066114700,0.000000,18.10000000,4.45000000,0.850000,0.800000,5203.00
"Kepler-1016 c","Kepler-1016",0.4351900000,105.65513690000,0.000000,13.10000000,3.68000000,0.990000,1.000000,5821.00
"Kepler-1535 b","Kepler-1535",0.5329000000,138.94420000000,0.000000,7.04000000,2.55000000,1.080000,1.110000,6021.00
"Kepler-600 b","Kepler-600",0.1536000000,23.67517607000,0.000000,8.75000000,2.90000000,0.840000,0.810000,5279.00
"Kepler-717 b","Kepler-717",0.0520000000,4.40840023000,0.000000,6.44000000,2.42000000,0.880000,0.850000,5485.00
"Kepler-582 b","Kepler-582",0.1254000000,18.49235668000,0.000000,13.10000000,3.68000000,0.930000,0.910000,5564.00
"Kepler-1129 c","Kepler-1129",0.3536700000,76.53695860000,0.000000,7.90000000,2.73000000,1.000000,1.000000,5831.00
"Kepler-1538 b","Kepler-1538",0.6095000000,175.13881900000,0.000000,8.35000000,2.82000000,1.030000,1.030000,5837.00
"Kepler-644 b","Kepler-644",0.0464100000,3.17391710300,0.000000,10.10000000,3.15000000,1.490000,1.810000,6747.00
"Kepler-581 b","Kepler-581",0.2259000000,40.60698210000,0.000000,7.41000000,2.63000000,1.000000,1.000000,5772.00
"Kepler-585 b","Kepler-585",0.0384100000,2.75235975300,0.000000,8.40000000,2.83000000,0.960000,0.930000,5593.00
"Kepler-697 b","Kepler-697",0.0471000000,3.70987064500,0.000000,16.00000000,4.13000000,0.920000,0.880000,5513.00
"Kepler-719 b","Kepler-719",0.0556000000,5.00731777900,0.000000,54.50000000,8.52000000,0.990000,0.980000,5777.00
"Kepler-698 b","Kepler-698",0.1255000000,16.32976218000,0.000000,13.10000000,3.68000000,0.940000,0.910000,5612.00
"Kepler-460 c","KIC 5437945",0.7531800000,220.13033570000,0.000000,26.10000000,5.52000000,1.170000,1.260000,6146.00
"Kepler-720 b","Kepler-720",0.0539000000,4.70832654200,0.000000,53.40000000,8.41000000,0.950000,0.920000,5618.00
"Kepler-547 b","Kepler-547",0.0580000000,6.01038428900,0.000000,15.10000000,4.00000000,0.780000,0.730000,4828.00
"Kepler-1494 b","Kepler-1494",0.3982000000,91.08048200000,0.000000,9.64000000,3.07000000,0.960000,0.940000,5659.00
"Kepler-1520 b","Kepler-1520",0.0129000000,0.65355357200,0.000000,28.10000000,5.77000000,0.760000,0.710000,4677.00
"Kepler-606 b","Kepler-606",0.1700000000,24.31575992000,0.000000,11.00000000,3.31000000,1.130000,1.220000,6161.00
"Kepler-721 b","Kepler-721",0.0583000000,5.39202538800,0.000000,7.46000000,2.64000000,0.820000,0.780000,5075.00
"Kepler-937 c","Kepler-937",0.5545000000,153.34336400000,0.000000,7.61000000,2.67000000,1.150000,1.220000,6095.00
"MOA-2010-BLG-353L b","MOA-2010-BLG-353L",1.7200000000,,,86.00000000,11.10000000,0.180000,,
"HATS-30 b","HATS-30",0.0435400000,3.17435160000,0.096000,224.38798000,13.17057500,1.093000,1.061000,5943.00
"Kepler-506 b","Kepler-506",0.0743700000,6.88340550000,0.000000,7.90000000,2.73000000,1.190000,1.190000,6236.00
"Kepler-668 b","Kepler-668",0.0768000000,8.35390639000,0.000000,7.75000000,2.70000000,0.870000,0.820000,5352.00
"Kepler-669 b","Kepler-669",0.0529000000,4.12554686900,0.000000,20.80000000,4.83000000,1.150000,1.200000,6038.00
"Kepler-671 b","Kepler-671",0.0503000000,4.28095858800,0.000000,7.70000000,2.69000000,0.970000,0.950000,5624.00
"WASP-98 b","WASP-98",0.0376200000,2.96264036000,0.000000,293.03926000,12.82309600,0.809000,0.741000,5473.00
"Kepler-223 b","Kepler-223",0.0752500000,7.38449000000,0.078000,7.40000000,2.99000000,1.125000,1.720000,5803.00
"Kepler-672 b","Kepler-672",0.2163000000,38.37746230000,0.000000,6.80000000,2.50000000,0.950000,0.920000,5627.00
"Kepler-571 b","Kepler-571",0.0546000000,4.79859938800,0.000000,7.46000000,2.64000000,0.930000,0.900000,5527.00
"K2-16 c","K2-16",0.1229000000,19.07863000000,,6.99000000,2.54000000,0.680000,0.660000,4742.00
"K2-8 c","K2-8",0.0532000000,5.06416000000,,6.39000000,2.41000000,0.780000,0.740000,4870.00
"Kepler-223 d","Kepler-223",0.1195600000,14.78869000000,0.037000,8.00000000,5.24000000,1.125000,1.720000,5803.00
"Kepler-742 b","Kepler-742",0.0744000000,8.36086823800,0.000000,10.60000000,3.24000000,0.760000,0.710000,4642.00
"Kepler-673 b","Kepler-673",0.0455000000,3.72873109300,0.000000,34.80000000,6.54000000,0.880000,0.840000,5355.00
"Kepler-154 d","Kepler-154",0.1435400000,20.54981883000,0.000000,14.10000000,3.84000000,0.980000,0.980000,5769.00
"Kepler-148 d","Kepler-148",0.2607000000,51.84688575000,0.000000,56.30000000,8.68000000,0.860000,0.810000,5172.00
"Kepler-676 b","Kepler-676",0.0798000000,11.59822172000,0.000000,9.48000000,3.04000000,0.510000,0.490000,3701.00
"OGLE-2012-BLG-0026L b","OGLE-2012-BLG-0026L",4.0000000000,,,46.10000000,7.72000000,1.060000,,
"Kepler-656 b","Kepler-656",0.0223100000,1.26025909400,0.000000,9.91000000,3.12000000,0.860000,0.820000,5281.00
"Kepler-655 b","Kepler-655",0.2569700000,46.40633580000,0.000000,7.80000000,2.71000000,1.150000,1.240000,6170.00
"Kepler-678 b","Kepler-678",0.0732000000,7.27503724000,0.000000,23.10000000,5.14000000,0.940000,0.910000,5520.00
"Kepler-572 b","Kepler-572",0.1192000000,17.20523483000,0.000000,7.18000000,2.58000000,0.830000,0.790000,5212.00
"WASP-113 b","WASP-113",0.0588500000,4.54216874538,0.000000,150.96925000,15.79348100,1.318000,1.608000,5890.00
"Kepler-679 b","Kepler-679",0.0983000000,12.39358604000,0.000000,9.32000000,3.01000000,0.870000,0.840000,5403.00
"Kepler-680 b","Kepler-680",0.0469000000,3.68992629100,0.000000,6.44000000,2.42000000,1.080000,1.110000,5890.00
"Kepler-588 b","Kepler-588",0.0520000000,4.22162535700,0.000000,7.41000000,2.63000000,1.010000,1.000000,5835.00
"Kepler-573 b","Kepler-573",0.1452700000,22.18329658000,0.000000,8.20000000,2.79000000,0.990000,1.020000,5746.00
"Kepler-681 b","Kepler-681",0.1635000000,26.39435646000,0.000000,9.69000000,3.08000000,0.800000,0.760000,5021.00
"K2-58 b","K2-58",0.0692000000,7.05254000000,,7.65000000,2.68000000,0.890000,0.860000,5413.00
"Kepler-1600 b","Kepler-1600",0.9814100000,386.37054800000,0.000000,9.96000000,3.13000000,0.860000,0.820000,5214.00
"Kepler-727 b","Kepler-727",0.0546000000,5.15448441700,0.000000,6.94000000,2.53000000,0.890000,0.860000,5441.00
"Kepler-660 b","Kepler-660",0.0759000000,9.27358194000,0.000000,7.13000000,2.57000000,0.750000,0.710000,4779.00
"Kepler-550 b","Kepler-550",0.0747000000,8.60010410900,0.000000,17.90000000,4.42000000,0.870000,0.830000,5322.00
"KELT-10 b","KELT-10",0.0525000000,4.16627390000,,215.80657000,15.68139100,1.112000,1.209000,5948.00
"Kepler-712 c","Kepler-712",0.6647900000,226.89047000000,0.000000,21.00000000,4.85000000,0.840000,0.780000,5148.00
"K2-59 b","K2-59",0.1354000000,20.69210000000,,6.39000000,2.41000000,0.774000,0.731000,5055.00
"Kepler-650 b","Kepler-650",0.0421000000,3.03214558800,0.000000,9.06000000,2.96000000,1.080000,1.350000,5849.00
"Kepler-728 b","Kepler-728",0.0625000000,5.74347726500,0.000000,11.10000000,3.34000000,0.950000,0.930000,5660.00
"Kepler-663 b","Kepler-663",0.0559000000,4.99678284000,0.000000,7.27000000,2.60000000,0.860000,0.820000,5264.00
"K2-63 b","K2-63",0.1627000000,20.25700000000,,10.50000000,3.22000000,1.400000,1.630000,6771.00
"Kepler-729 b","Kepler-729",0.0432000000,3.16635371400,0.000000,12.50000000,3.58000000,0.940000,0.910000,5633.00
"Kepler-618 b","Kepler-618",0.0449000000,3.59576964500,0.000000,7.27000000,2.60000000,1.050000,1.080000,5860.00
"Kepler-590 b","Kepler-590",0.0647000000,5.85296257000,0.000000,15.20000000,4.02000000,1.100000,1.150000,6000.00
"Kepler-664 b","Kepler-664",0.0374000000,2.52559331500,0.000000,7.56000000,2.66000000,1.010000,1.020000,5754.00
"K2-75 b","K2-75",0.0810000000,7.81420000000,,7.61000000,2.67000000,1.160000,1.560000,5995.00
"Kepler-591 b","Kepler-591",0.3554000000,81.16942990000,0.000000,11.40000000,3.39000000,0.970000,0.940000,5677.00
"HATS-25 b","HATS-25",0.0516300000,4.29864320000,0.176000,194.82979000,14.12334000,0.994000,1.107000,5715.00
"HATS-26 b","HATS-26",0.0473500000,3.30238810000,0.245000,206.58950000,19.61575000,1.299000,2.040000,6071.00
"K2-75 c","K2-75",0.1429000000,18.31100000000,,8.10000000,2.77000000,1.160000,1.560000,5995.00
"Kepler-736 b","Kepler-736",0.0428000000,3.60147201000,0.000000,8.91000000,2.93000000,0.860000,0.810000,5217.00
"Kepler-735 b","Kepler-735",0.0965000000,11.51516988000,0.000000,9.01000000,2.95000000,0.850000,0.800000,5107.00
"Kepler-569 b","Kepler-569",0.1978400000,34.18890521000,0.000000,10.10000000,3.16000000,0.950000,0.930000,5616.00
"Kepler-592 b","Kepler-592",0.0397000000,2.82019240800,0.000000,6.30000000,2.39000000,1.040000,1.040000,5913.00
"HATS-27 b","HATS-27",0.0611000000,4.63703800000,0.581000,168.44990000,16.81350000,1.415000,1.740000,6438.00
"K2-84 b","K2-84",0.0665000000,6.42150000000,,6.39000000,2.41000000,0.950000,0.930000,5652.00
"Kepler-562 b","Kepler-562",0.1333000000,18.00931443600,0.000000,23.70000000,5.21000000,0.930000,0.900000,5575.00
"Kepler-651 b","Kepler-651",0.1407800000,21.38521506000,0.000000,6.21000000,2.37000000,0.920000,0.870000,5522.00
"Kepler-593 b","Kepler-593",0.1508000000,21.21708973000,0.000000,8.60000000,2.87000000,1.080000,1.100000,5967.00
"Kepler-570 b","Kepler-570",0.0497000000,4.30166200300,0.000000,6.57000000,2.45000000,0.930000,0.900000,5496.00
"K2-178 b","K2-178",,8.74781800000,,12.40000000,3.55790985,0.951090,0.887267,5525.00
"K2-60 b","K2-60",0.0450000000,3.00265000000,0.000000,135.39558000,7.65574700,0.970000,1.120000,5500.00
"WASP-81 b","WASP-81",0.0390800000,2.71647620000,0.066000,231.69807000,16.01766100,1.080000,1.283000,5870.00
"HD 177565 b","HD 177565",0.2460000000,44.50500000000,0.059300,15.10000000,4.00000000,1.000000,0.971489,5627.00
"MOA-2012-BLG-505L b","MOA-2012-BLG-505L",0.9000000000,,,6.70000000,2.48000000,0.100000,,
"K2-201 c","K2-201",,22.77987800000,,10.80000000,3.28568401,0.956055,0.878161,5507.00
"GJ 1148 b","GJ 1148",0.1660000000,41.38000000000,0.380000,96.70000000,11.90000000,0.344045,0.358519,3287.00
"HD 17674 b","HD 17674",1.4200000000,623.80000000000,0.130000,276.51210000,13.90000000,0.980000,1.180000,5904.00
"K2-206 b","K2-206",,18.29454900000,,8.22000000,2.79522879,0.789481,0.758046,5043.00
"K2-207 b","K2-207",,12.48749000000,,7.30000000,2.60585269,0.941851,0.928158,5522.00
"K2-132 b","K2-132",0.0916000000,9.17510000000,0.290000,155.73670000,14.57170000,1.080000,3.850000,4840.00
"WASP-153 b","WASP-153",0.0480000000,3.33260900000,0.009000,123.95370000,17.37395000,1.336000,1.730000,5914.00
"OGLE-2013-BLG-1721L b","OGLE-2013-BLG-1721L",2.6000000000,,,200.00000000,14.10000000,0.460000,,
"HD 34445 c","HD 34445",0.7181000000,214.67000000000,0.036000,53.50000000,8.42000000,1.070000,1.380000,5836.00
"HD 219134 d","HD 219134",0.2370000000,46.85900000000,0.138000,16.17000000,1.61000000,0.810000,0.778000,4699.00
"HD 219134 f","HD 219134",0.1463000000,22.71700000000,0.148000,7.30000000,1.31000000,0.810000,0.778000,4699.00
"HD 34445 d","HD 34445",0.4817000000,117.87000000000,0.027000,30.70000000,6.07000000,1.070000,1.380000,5836.00
"HD 34445 g","HD 34445",6.3600000000,5700.00000000000,0.032000,120.60000000,13.60000000,1.070000,1.380000,5836.00
"Kepler-20 g","Kepler-20",0.2055000000,34.94000000000,0.150000,19.96000000,4.71000000,0.948000,0.963900,5495.00
"K2-217 b","K2-217",,14.07452400000,,12.50000000,3.57854073,1.102661,1.333718,5967.00
"K2-218 b","K2-218",,8.67988500000,,7.13000000,2.56948149,1.047488,1.008231,5757.00
"GJ 3293 c","GJ 3293",0.3617500000,122.61960000000,0.110000,21.09000000,4.87000000,0.420000,0.404000,3466.00
"GJ 3293 b","GJ 3293",0.1433900000,30.59870000000,0.060000,23.54000000,5.19000000,0.420000,0.404000,3466.00
"K2-80 d","K2-80",,28.86725300000,,7.04000000,2.55211506,0.913111,0.841458,5377.00
"PSR J2322-2650 b","PSR J2322-2650",0.0102000000,0.32296399700,0.001700,252.64306700,13.90000000,1.400000,,
"HATS-50 b","HATS-50",0.0504600000,3.82970150000,0.516000,123.95370000,12.66617000,1.168000,1.117000,5990.00
"HD 128356 b","HD 128356",0.8700000000,298.20000000000,0.570000,282.86870000,13.90000000,0.650000,0.850000,4875.00
"GJ 3138 d","GJ 3138",0.6980000000,257.80000000000,0.320000,10.50000000,3.23000000,0.681000,0.500000,3717.00
"K2-21 c","K2-21",0.1070000000,15.50192000000,0.210000,6.76000000,2.49000000,0.676023,0.646783,4222.06
"GJ 3293 d","GJ 3293",0.1939400000,48.13450000000,0.120000,7.60000000,2.67000000,0.420000,0.404000,3466.00
"V830 Tau b","V830 Tau",0.0570000000,4.92700000000,0.000000,222.48100000,14.00000000,1.000000,2.000000,4250.00
"HATS-31 b","HATS-31",0.0478000000,3.37796000000,0.233000,279.69040000,18.38276000,1.275000,1.870000,6050.00
"Kepler-150 f","Kepler-150",1.2400000000,637.20930000000,,12.90000000,3.64000000,0.970000,0.905339,5528.00
"K2-160 b","K2-160",,3.70587100000,,10.20000000,3.17824034,0.982829,0.913754,5649.00
"HATS-34 b","HATS-34",0.0316600000,2.10616070000,0.108000,299.07803000,16.02887000,0.955000,0.980000,5380.00
"K2-163 b","K2-163",,6.67311700000,,6.65000000,2.46610713,0.826112,0.762201,4937.00
"HD 6434 b","HD 6434",0.1400000000,21.99800000000,0.170000,155.73670000,14.20000000,1.100000,1.120000,5769.00
"K2-231 b","K2-231",,13.84190100000,,6.80000000,2.50000000,1.010000,0.950000,5695.00
"HATS-39 b","HATS-39",0.0600700000,4.57763480000,0.275000,200.23290000,17.59813000,1.379000,1.621000,6572.00
"HD 137388 b","HD 137388",0.8900000000,330.00000000000,0.360000,63.56600000,9.32000000,0.680000,0.880000,5181.00
"HD 75289 b","HD 75289",0.0500000000,3.50927000000,0.030000,155.73670000,14.20000000,1.290000,1.230000,6117.00
"HD 76700 b","HD 76700",0.0500000000,3.97097000000,0.090000,66.74430000,9.60000000,0.990000,1.370000,5644.00
"KELT-6 b","KELT-6",0.0793900000,7.84570000000,0.220000,165.27160000,14.57170000,1.420000,1.730000,6102.00
"K2-155 c","K2-155",0.0946000000,13.85000000000,,7.27000000,2.60000000,0.650000,0.580000,4258.00
"WASP-117 b","WASP-117",0.0945900000,10.02165000000,0.300000,95.34900000,11.88154000,1.290000,1.220000,6040.00
"HD 16141 b","HD 16141",0.3600000000,75.52300000000,0.250000,82.63580000,10.90000000,1.110000,1.480000,5757.00
"WASP-11 b","WASP-11",0.0435000000,3.72247000000,0.000000,251.08570000,12.44199000,1.420000,0.890000,4800.00
"WASP-13 b","WASP-13",0.0536200000,4.35301000000,0.000000,114.41880000,13.67498000,0.720000,1.370000,5950.00
"WASP-101 b","WASP-101",0.0505700000,3.58572000000,0.000000,162.09330000,16.02887000,1.410000,1.310000,6380.00
"BD-10 3166 b","BD-10 3166",0.0400000000,3.48777000000,0.020000,187.51970000,14.10000000,1.470000,0.910000,5393.00
"WASP-22 b","WASP-22",0.0470000000,3.53269000000,0.020000,212.94610000,13.78707000,1.460000,1.240000,6000.00
"HD 204941 b","HD 204941",2.5500000000,1733.00000000000,0.370000,73.10090000,10.10000000,0.580000,0.780000,5026.00
"WASP-29 b","WASP-29",0.0457000000,3.92273000000,0.030000,73.10090000,8.63093000,0.770000,0.790000,4800.00
"WASP-26 b","WASP-26",0.0400000000,2.75660000000,0.000000,270.15550000,13.56289000,0.860000,1.220000,6034.00
"K2-164 b","K2-164",,17.35506600000,,10.60000000,3.24925008,1.180894,2.196069,5791.00
"HAT-P-24 b","HAT-P-24",0.0465100000,3.35524000000,0.070000,238.37250000,14.57170000,1.370000,1.380000,6373.00
"HD 212301 b","HD 212301",0.0300000000,2.24571000000,0.000000,162.09330000,14.20000000,1.550000,1.160000,6239.00
"K2-171 b","K2-171",,5.62846600000,,7.69000000,2.68657205,0.891587,1.717458,5250.00
"HAT-P-29 b","HAT-P-29",0.0667000000,5.72319000000,0.090000,279.69040000,13.11453000,1.450000,1.300000,6087.00
"WASP-41 b","WASP-41",0.0402200000,3.05240000000,0.000000,270.15550000,12.32990000,0.810000,0.830000,5545.00
"WASP-48 b","WASP-48",0.0344400000,2.14363000000,0.000000,254.26400000,16.81350000,0.880000,1.580000,5920.00
"K2-172 c","K2-172",,29.62682000000,,10.40000000,3.20569097,0.934356,0.868889,5569.00
"HD 218566 b","HD 218566",0.6900000000,225.70000000000,0.300000,63.56600000,9.32000000,0.760000,0.850000,4730.00
"XO-1 b","XO-1",0.0488000000,3.94153000000,0.000000,263.79890000,12.77826000,0.880000,0.880000,5750.00
"HD 101930 b","HD 101930",0.3000000000,70.46000000000,0.110000,79.45750000,10.60000000,0.570000,0.860000,5108.00
"HD 2638 b","HD 2638",0.0400000000,3.44420000000,0.000000,133.48860000,14.30000000,0.770000,0.940000,5186.00
"Pr0201 b","Pr0201",0.0600000000,4.42640000000,0.000000,171.62820000,14.20000000,1.240000,1.150000,6174.00
"HD 102195 b","HD 102195",0.0500000000,4.11377000000,0.000000,130.31030000,14.20000000,0.760000,0.820000,5301.00
"HD 102117 b","HD 102117",0.1500000000,20.81330000000,0.120000,54.03110000,8.47000000,1.060000,1.230000,5655.00
"HD 330075 b","HD 330075",0.0400000000,3.38773000000,0.000000,152.55840000,14.30000000,0.470000,0.840000,5000.00
"HD 34445 b","HD 34445",2.0700000000,1049.00000000000,0.270000,260.62060000,13.90000000,1.140000,1.380000,5879.00
"HD 77338 b","HD 77338",0.0600000000,5.73610000000,0.090000,15.90000000,4.12000000,1.370000,0.970000,5341.00
"HAT-P-40 b","HAT-P-40",0.0608000000,4.45724000000,0.000000,152.55840000,17.03768000,1.030000,1.940000,6080.00
"HD 103197 b","HD 103197",0.2500000000,47.84000000000,0.000000,28.60470000,5.83000000,0.800000,0.880000,5250.00
"WASP-49 b","WASP-49",0.0379000000,2.78174000000,0.000000,117.59710000,12.44199000,0.920000,0.970000,5600.00
"HD 47186 b","HD 47186",0.0500000000,4.08450000000,0.040000,22.24810000,5.02000000,0.960000,1.080000,5657.00
"WASP-67 b","WASP-67",0.0517900000,4.61442000000,0.000000,136.66690000,12.89035000,0.910000,0.880000,5200.00
"K2-197 b","K2-197",0.0806000000,8.35788100000,,7.08000000,2.56000000,1.000000,0.930000,5667.00
"HD 89345 b","HD 89345",0.1066000000,11.81430000000,0.220000,34.96130000,7.39794000,1.157000,1.747000,5576.00
"K2-238 b","K2-238",0.0460000000,3.20466000000,0.000000,273.33380000,14.57170000,1.190000,1.590000,5630.00
"WASP-168 b","WASP-168",0.0519000000,4.15365800000,0.000000,133.48860000,16.81350000,1.080000,1.120000,6000.00
"OGLE-2014-BLG-1722L c","OGLE-2014-BLG-1722L",1.7000000000,,,83.70000000,11.00000000,0.400000,,
"K2-266 b","K2-266",0.0130600000,0.65852400000,,11.26782377,3.30000000,0.686000,0.703000,4285.00
"OGLE-2011-BLG-0173L b","OGLE-2011-BLG-0173L",8.0000000000,,,60.00000000,9.01000000,0.410000,,
"K2-266 e","K2-266",0.1249000000,19.48200000000,0.043000,14.30000000,2.73000000,0.686000,0.703000,4285.00
"K2-266 d","K2-266",0.1035000000,14.69700000000,0.047000,8.90000000,2.93000000,0.686000,0.703000,4285.00
"WASP-147 b","WASP-147",0.0549000000,4.60273000000,0.000000,87.40325000,12.49803500,1.044000,1.429000,5702.00
"WASP-160 B b","WASP-160 B",0.0452000000,3.76849520000,0.000000,88.35674000,12.21781000,0.870000,0.868000,5298.00
"WASP-165 b","WASP-165",0.0482300000,3.46550900000,0.000000,209.13214000,14.12334000,1.248000,1.750000,5599.00
"K2-283 b","K2-283",0.0291000000,1.92103600000,,12.20000000,3.52000000,0.890000,0.820000,5060.00
"K2-281 b","K2-281",0.0773000000,8.68772100000,,50.90000000,8.18000000,0.820000,0.760000,4812.00
"K2-216 b","K2-216",0.0280000000,2.17480000000,0.000000,8.00000000,1.75000000,0.700000,0.720000,4503.00
"GJ 96 b","GJ 96",0.2910000000,73.94000000000,0.440000,19.66000000,4.67000000,0.600000,0.580612,3785.00
"HATS-11 b","HATS-11",0.0507000000,3.61918800000,0.340000,263.79890000,18.03000000,1.330000,1.540000,6563.00
"MOA-2015-BLG-337L b","MOA-2015-BLG-337L",0.2400000000,,,33.70000000,6.42000000,0.009400,,
"K2-241 b","K2-241",0.1567000000,26.81990000000,,7.04000000,2.55000000,0.710000,0.750000,5262.00
"K2-284 b","K2-284",0.0477100000,4.79506900000,0.078000,8.15000000,2.78000000,0.630000,0.607000,4140.00
"MOA-2016-BLG-319L b","MOA-2016-BLG-319L",0.9500000000,,,200.00000000,14.10000000,0.150000,,
"K2-245 b","K2-245",0.0959000000,11.89307000000,,17.40000000,4.34000000,0.830000,1.250000,5793.00
"K2-270 c","K2-270",0.0497000000,4.40002800000,,9.01000000,2.95000000,0.850000,0.770000,4877.00
"HATS-59 b","HATS-59",0.0611200000,5.41608100000,0.129000,256.17098000,12.62133400,1.038000,1.036000,5670.00
"EPIC 211945201 b","EPIC 211945201",0.1493000000,19.49221000000,0.000000,11.00000000,5.76000000,1.170000,1.390000,6069.00
"K2-39 b","K2-39",0.0570800000,4.60543000000,0.000000,28.60470000,6.27704000,0.660000,2.970000,4881.00
"K2-248 b","K2-248",0.0699000000,7.17256000000,,7.13000000,2.57000000,0.880000,0.920000,5528.00
"K2-276 b","K2-276",0.1291000000,18.71826900000,,13.70000000,3.77000000,0.820000,0.850000,5139.00
"HATS-46 b","HATS-46",0.0536700000,4.74237290000,0.559000,54.98459000,10.12172700,0.917000,0.853000,5495.00
"HATS-7 b","HATS-7",0.0401200000,3.18531500000,0.170000,38.13960000,6.31066700,0.849000,0.815000,4985.00
"K2-188 c","K2-188",0.0785000000,7.81025300000,,8.40000000,2.83000000,1.060000,1.190000,5977.00
"K2-258 b","K2-258",0.1490000000,19.09210000000,,9.27000000,3.00000000,1.210000,1.310000,6351.00
"HATS-69 b","HATS-69",0.0321100000,2.22525770000,0.519000,183.38791000,10.59250500,0.892000,0.878500,5137.00
"HD 117618 b","HD 117618",0.1800000000,25.80000000000,0.150000,55.30242000,8.59000000,1.077000,1.200000,5990.00
"NGTS-4 b","NGTS-4",0.0190000000,1.33735080000,0.000000,20.60000000,3.18000000,0.750000,0.840000,5143.00
"K2-295 b","K2-295",0.0451000000,4.02486700000,0.000000,106.47305000,10.05447300,0.740000,0.700000,4444.00
"HAT-P-25 b","HAT-P-25",0.0466000000,3.65281514000,0.023000,180.84527000,12.72221500,1.012000,0.919000,5519.00
"OGLE-2015-BLG-1670L b","OGLE-2015-BLG-1670L",2.6200000000,,,17.90000000,4.42000000,0.550000,,
"K2-290 c","K2-290",0.3050000000,48.36685000000,0.000000,246.00042000,11.27625400,1.194000,1.511000,6302.00
"K2-53 b","K2-53",0.0980000000,12.20772000000,,7.27000000,2.60000000,0.851000,0.807000,5263.00
"K2-293 b","K2-293",,13.12250000000,,6.57000000,2.45000000,0.958000,0.947000,5532.00
"HAT-P-9 b","HAT-P-9",0.0528700000,3.92281072000,0.084000,238.05467000,15.61413700,1.281000,1.338000,6350.00
"K2-90 b","K2-90",0.0960000000,13.73331400000,0.070000,7.27000000,2.60000000,0.629000,0.619000,4484.00
"GJ 685 b","GJ 685",0.1344000000,24.16000000000,0.000000,9.00000000,2.95000000,0.550000,0.540000,3816.00
"K2-308 b","K2-308",,3.38628000000,,70.60000000,9.91600000,1.090000,1.240000,6100.00
"Kepler-9 c","Kepler-9",0.2270000000,38.98530000000,0.066910,29.90000000,8.08000000,1.022000,0.958000,5774.00
"K2-124 b","K2-124",0.0490000000,6.41365100000,0.080000,8.75000000,2.90000000,0.390000,0.388000,3570.00
