pl_name,hostname,pl_orbsmax,pl_orbper,pl_orbeccen,pl_bmasse,pl_rade,st_mass,st_rad,st_teff
"Kepler-1753 b","Kepler-1753",0.1179000000,16.00460052000,0.000000,5.59000000,2.22678077,0.860000,0.769000,5180.00
"K2-126 b","K2-126",0.0656000000,7.38565500000,0.060000,4.54000000,1.97000000,0.690000,0.650000,4339.00
"Kepler-1263 b","Kepler-1263",0.0499000000,4.55139967000,0.000000,1.55000000,1.14000000,0.840000,0.800000,5213.00
"Kepler-1416 b","Kepler-1416",0.0257000000,1.49514952000,0.000000,0.61500000,0.88000000,1.090000,1.150000,6019.00
"Kepler-1542 c","Kepler-1542",0.0387000000,2.89223021000,0.000000,0.20800000,0.65000000,0.940000,0.990000,5564.00
"K2-85 b","K2-85",0.0130000000,0.68453862616,0.240000,3.20000000,1.40000000,0.700000,0.710000,4232.00
"Kepler-770 b","Kepler-770",0.1694000000,18.92540274000,0.000000,5.90000000,2.30000000,0.940000,0.920000,5598.00
"Kepler-1399 b","Kepler-1399",0.0276000000,1.63865305800,0.000000,2.10000000,1.25000000,0.970000,0.960000,5735.00
"K2-80 c","K2-80",0.0596000000,5.60500000000,,2.76000000,1.47000000,0.900000,0.870000,5441.00
"Kepler-65 c","Kepler-65",0.0680000000,5.85994400000,0.020000,5.40000000,2.58000000,1.250000,1.410000,6211.00
"Kepler-939 b","Kepler-939",0.1153000000,14.87829600000,0.000000,3.71000000,1.75000000,0.880000,0.850000,5471.00
"Kepler-1028 b","Kepler-1028",0.0354000000,2.51462432000,0.000000,2.33000000,1.33000000,0.900000,0.870000,5522.00
"Kepler-768 b","Kepler-768",0.0920000000,11.39100250000,0.000000,3.86000000,1.79000000,0.820000,0.780000,5108.00
"Kepler-796 b","Kepler-796",0.0731700000,6.40087618000,0.000000,2.24000000,1.30000000,0.930000,1.090000,5475.00
"Kepler-110 b","Kepler-110",0.1070000000,12.69111200000,0.000000,4.01000000,1.83000000,0.989000,1.149000,5960.00
"Kepler-1042 b","Kepler-1042",0.0756000000,10.13202575000,0.000000,5.43000000,2.19000000,0.750000,0.720000,4815.00
"Kepler-334 c","Kepler-334",0.1070000000,12.75800500000,0.000000,2.63000000,1.43000000,1.022000,1.068000,5828.00
"Kepler-1117 b","Kepler-1117",0.0548500000,4.79028459000,0.000000,1.41000000,1.11000000,0.950000,0.930000,5612.00
"Kepler-1831 b","Kepler-1831",0.0655000000,5.78387022000,0.000000,4.54000000,1.97019818,1.117000,1.012000,6063.00
"Kepler-1245 b","Kepler-1245",0.0484000000,4.35409304000,0.000000,2.67000000,1.44000000,0.860000,0.830000,5306.00
"Kepler-114 b","Kepler-114",0.0530000000,5.18854900000,0.000000,1.09000000,1.26000000,0.770000,0.667000,4605.00
"Kepler-1105 b","Kepler-1105",0.0471000000,4.42157218200,0.000000,4.70000000,2.01000000,0.710000,0.680000,4299.00
"Kepler-187 b","Kepler-187",0.0590000000,4.93886400000,0.000000,2.57000000,1.41000000,1.081000,1.287000,6105.00
"Kepler-1379 b","Kepler-1379",0.0171000000,0.88184114600,0.000000,2.24000000,1.30000000,0.830000,0.790000,5188.00
"Kepler-304 c","Kepler-304",0.0540000000,5.31594600000,0.000000,5.35000000,2.17000000,0.737000,0.687000,4731.00
"Kepler-1291 b","Kepler-1291",0.0779000000,8.63043276000,0.000000,3.39000000,1.66000000,0.840000,0.800000,5216.00
"Kepler-304 e","Kepler-304",0.0231700000,1.49914695300,0.000000,1.87000000,1.20000000,0.800000,0.730000,4817.00
"Kepler-1894 b","Kepler-1894",0.0385000000,2.76266002700,0.000000,1.87000000,1.20117759,0.999000,0.901000,5772.00
"Kepler-1893 b","Kepler-1893",0.0504000000,4.17936992600,0.000000,3.55000000,1.70557445,0.973000,1.162000,5633.00
"Kepler-1601 b","Kepler-1601",0.0328100000,2.20921951000,0.000000,0.47700000,0.82000000,1.040000,1.070000,5869.00
"Kepler-1922 b","Kepler-1922",0.1077000000,13.22259998000,0.000000,5.86000000,2.29064904,0.953000,0.863000,5931.00
"HD 80653 b","HD 80653",0.0165700000,0.71957926000,0.000000,5.61000000,1.62100000,1.150000,1.199000,5959.00
"Kepler-1542 d","Kepler-1542",0.0629000000,5.99273738000,0.000000,0.59000000,0.87000000,0.940000,0.990000,5564.00
"Kepler-595 c","Kepler-595",0.0983000000,12.38602000000,0.000000,3.30000000,1.00900000,0.930000,0.821000,5138.50
"PSR B1257+12 b","PSR B1257+12",0.1900000000,25.26200000000,0.000000,0.02000000,0.33800000,1.400000,,
"PSR B1257+12 c","PSR B1257+12",0.3600000000,66.54190000000,0.018600,4.30000000,1.91000000,1.400000,,
"K2-269 b","K2-269",0.0531000000,4.14496500000,,3.09000000,1.57000000,1.160000,1.450000,6209.00
"Kepler-1031 b","Kepler-1031",0.0218000000,1.22621732000,0.000000,0.59000000,0.87000000,1.090000,1.120000,6011.00
"Kepler-948 b","Kepler-948",0.0749000000,7.76846622000,0.000000,4.08000000,1.85000000,0.960000,0.940000,5679.00
"Kepler-1882 b","Kepler-1882",0.1163600000,13.78730011000,0.000000,2.81000000,1.48674404,1.068000,1.458000,5691.00
"Kepler-1573 b","Kepler-1573",0.0364000000,2.61575540000,0.000000,1.87000000,1.20000000,1.010000,1.000000,5808.00
"Kepler-1440 b","Kepler-1440",0.2343100000,39.85948400000,0.000000,2.13000000,1.26000000,0.980000,0.960000,5698.00
"Kepler-1964 b","Kepler-1964",0.0322000000,2.44082999200,0.000000,3.83000000,1.78105870,0.752000,0.698000,4803.00
"Wolf 327 b","Wolf 327",0.0100000000,0.57347450000,0.000000,2.53000000,1.24000000,0.405000,0.406000,3542.00
"TOI-5789 c","TOI-5789",0.1009000000,12.92774800000,0.067000,5.00000000,2.86000000,0.821000,0.833000,5185.00
"Kepler-132 b","Kepler-132",0.0670000000,6.17819600000,0.000000,1.92000000,1.21000000,0.929000,1.178000,6003.00
"PSR B0329+54 b","PSR B0329+54",10.2600000000,10140.00000000000,0.236000,1.97000000,1.22000000,1.440000,,
"Kepler-1503 b","Kepler-1503",0.3771000000,96.16987000000,0.000000,5.77000000,2.27000000,0.770000,0.740000,5069.00
"Kepler-1124 b","Kepler-1124",0.0305000000,2.85234897500,0.000000,2.18000000,1.28000000,0.350000,0.340000,3658.00
"Kepler-1581 b","Kepler-1581",0.0686500000,6.28385491000,0.000000,0.43700000,0.80000000,1.120000,1.230000,6022.00
"LHS 1815 b","LHS 1815",0.0404000000,3.81433400000,0.000000,1.58000000,1.08800000,0.502000,0.501000,3643.00
"Kepler-1580 b","Kepler-1580",0.3357100000,56.64492790000,0.000000,5.10000000,2.11000000,1.470000,2.150000,6228.00
"Kepler-198 d","Kepler-198",0.0234200000,1.31184443000,0.000000,2.96000000,1.53000000,0.970000,0.930000,5636.00
"Kepler-1697 b","Kepler-1697",0.2008000000,33.49690000000,0.000000,2.12000000,1.25954761,0.747000,0.772344,4681.53
"Kepler-674 b","Kepler-674",0.0280000000,2.24338184700,0.000000,3.50000000,1.69000000,0.600000,0.570000,4192.00
"Kepler-783 b","Kepler-783",0.0495800000,4.29264638000,0.000000,0.39900000,0.78000000,0.930000,0.890000,5521.00
"Kepler-1955 b","Kepler-1955",0.1195900000,14.26519966000,0.000000,1.69000000,1.16654878,1.049000,1.291000,5825.00
"Kepler-322 c","Kepler-322",0.0510000000,4.33723400000,0.000000,3.43000000,1.67000000,0.908000,0.890000,5388.00
"Kepler-399 c","Kepler-399",0.1550000000,26.67569000000,0.000000,2.63000000,1.43000000,0.902000,0.680000,5502.00
"Kepler-1292 b","Kepler-1292",0.0443000000,3.27646405000,0.000000,3.97000000,1.82000000,0.950000,0.930000,5556.00
"Kepler-160 b","Kepler-160",0.0551100000,4.30939700000,0.000000,3.59000000,1.71500000,1.003000,1.118000,5471.00
"Kepler-1365 b","Kepler-1365",0.0783900000,7.69993485000,0.000000,0.72100000,0.92000000,1.000000,1.050000,5770.00
"Kepler-1489 b","Kepler-1489",0.3679000000,82.29475100000,0.000000,3.78000000,1.77000000,0.930000,0.900000,5655.00
"Kepler-1126 b","Kepler-1126",0.4125100000,108.59332900000,0.000000,3.64000000,1.73000000,0.920000,0.930000,5798.00
"Kepler-1303 b","Kepler-1303",0.0751000000,7.56127224000,0.000000,2.60000000,1.42000000,1.010000,1.000000,5771.00
"Kepler-1016 b","Kepler-1016",0.0304400000,1.95452434200,0.000000,5.39000000,2.18000000,0.990000,1.000000,5821.00
"L 363-38 b","L 363-38",0.0480000000,8.78100000000,,4.67000000,2.00000000,0.210000,0.274000,3129.00
"Kepler-1992 b","Kepler-1992",0.1169000000,15.61122380000,0.000000,0.69300000,0.91000000,0.874000,0.842000,5383.00
"Kepler-134 b","Kepler-134",0.0600000000,5.31742900000,0.000000,4.66000000,2.00000000,0.956000,1.176000,5983.00
"TOI-912 b","TOI-912",0.0410000000,4.67806910000,0.580000,5.10000000,1.93000000,0.418000,0.419000,3572.00
"Kepler-1426 b","Kepler-1426",0.1187000000,14.25632270000,0.000000,3.05000000,1.56000000,1.020000,1.020000,5831.00
"Kepler-156 b","Kepler-156",0.0540000000,4.97345600000,0.000000,5.90000000,2.30000000,0.864000,0.807000,5094.00
"TOI-2322 b","TOI-2322",0.0924000000,11.30717000000,0.000000,2.31000000,0.99400000,0.703000,0.662000,4664.00
"Kepler-524 c","Kepler-524",0.0304600000,1.88897906000,0.000000,0.84000000,0.96000000,1.090000,1.100000,6014.00
"Kepler-398 c","Kepler-398",0.0870000000,11.41941200000,0.000000,1.01000000,1.01000000,0.649000,0.613000,4493.00
"HD 108236 f","HD 108236",0.1758000000,29.54115000000,0.051000,4.72000000,2.01700000,0.869000,0.877000,5660.00
"Kepler-1617 b","Kepler-1617",0.1770700000,27.47855720000,0.000000,1.87000000,1.20000000,1.150000,1.220000,6167.00
"TOI-4527.01","TOI-4527",0.0083323530,0.39944450000,,0.68900000,0.90866170,0.483901,0.485948,3702.00
"HD 224018 b","HD 224018",0.0952000000,10.64130000000,0.060000,4.10000000,0.91000000,1.013000,1.147000,5784.00
"Kepler-1334 b","Kepler-1334",0.1229000000,15.64591713000,0.000000,5.86000000,2.29000000,0.940000,0.910000,5614.00
"Kepler-1382 b","Kepler-1382",0.1402300000,16.35830550000,0.000000,4.19000000,1.88000000,1.360000,1.720000,6161.00
"TOI-2068 b","TOI-2068",0.0632000000,7.76891500000,,3.97000000,1.82100000,0.559000,0.535000,3710.00
"TOI-286 c","TOI-286",0.2130000000,39.36182600000,0.000000,3.72000000,1.88000000,0.832000,0.780000,5152.00
"TOI-4443.01","TOI-4443",0.0299626450,1.84985670000,,3.60000000,1.71932650,1.049133,1.017330,5834.00
"GJ 1132 c","GJ 1132",0.0476000000,8.92900000000,0.190000,2.91000000,1.52000000,0.198000,0.226000,3090.00
"GJ 1132 b","GJ 1132",0.0157000000,1.62892911000,0.011800,1.83704819,1.19151465,0.194500,0.221100,3229.00
"TRAPPIST-1 b","TRAPPIST-1",0.0115400000,1.51082600000,0.006220,1.37400000,1.11600000,0.089800,0.119200,2566.00
"TRAPPIST-1 c","TRAPPIST-1",0.0158000000,2.42193700000,0.006540,1.30800000,1.09700000,0.089800,0.119200,2566.00
"TRAPPIST-1 d","TRAPPIST-1",0.0222700000,4.04921900000,0.008370,0.38800000,0.78800000,0.089800,0.119200,2566.00
"HIP 41378 c","HIP 41378",0.2093000000,31.70591000000,0.044000,5.97000000,2.74000000,1.220000,1.300000,6290.00
"HD 3167 b","HD 3167",0.0181400000,0.95965451000,0.000000,4.84400000,1.60100000,0.864000,0.871000,5338.00
"TRAPPIST-1 e","TRAPPIST-1",0.0292500000,6.10101300000,0.005100,0.69200000,0.92000000,0.089800,0.119200,2566.00
"TRAPPIST-1 f","TRAPPIST-1",0.0384900000,9.20754000000,0.010070,1.03900000,1.04500000,0.089800,0.119200,2566.00
"TRAPPIST-1 g","TRAPPIST-1",0.0468300000,12.35244600000,0.002080,1.32100000,1.12900000,0.089800,0.119200,2566.00
"TRAPPIST-1 h","TRAPPIST-1",0.0618900000,18.77286600000,0.005670,0.32600000,0.75500000,0.089800,0.119200,2566.00
"LHS 1140 b","LHS 1140",0.0946000000,24.73723000000,0.043000,5.60000000,1.73000000,0.184400,0.215900,3096.00
"GJ 9827 b","GJ 9827",0.0189000000,1.20897400000,0.000000,4.28000000,1.44000000,0.620000,0.580000,4236.00
"GJ 9827 c","GJ 9827",0.0395000000,3.64810300000,0.000000,1.86000000,1.13000000,0.620000,0.580000,4236.00
"GJ 9827 d","GJ 9827",0.0530000000,6.20183000000,0.000000,3.02000000,1.98000000,0.620000,0.580000,4236.00
"K2-141 b","K2-141",0.0074700000,0.28032440000,0.000000,4.97000000,1.51000000,0.708000,0.681000,4570.00
"LHS 1140 c","LHS 1140",0.0270000000,3.77794000000,0.050000,1.91000000,1.27200000,0.184400,0.215900,3096.00
"LHS 3844 b","LHS 3844",0.0062400000,0.46292970900,0.000000,2.37000000,1.28600000,0.151000,0.189000,3080.00
"L 98-59 b","L 98-59",0.0223000000,2.25311400000,0.031000,0.46000000,0.83700000,0.292300,0.315500,3415.00
"L 98-59 c","L 98-59",0.0309000000,3.69067640000,0.002000,2.00000000,1.32900000,0.292300,0.315500,3415.00
"L 98-59 d","L 98-59",0.0494000000,7.45072900000,0.006000,1.64000000,1.62700000,0.292300,0.315500,3415.00
"TOI-270 b","TOI-270",0.0319700000,3.35992000000,0.016700,1.48000000,1.28000000,0.386000,0.380000,3506.00
"TOI-270 d","TOI-270",0.0721000000,11.38194000000,0.006600,4.20000000,2.00000000,0.386000,0.380000,3506.00
"GJ 357 b","GJ 357",0.0360000000,3.93060000000,,1.83000000,1.20000000,0.342000,0.337000,3505.00
"GJ 357 c","GJ 357",0.0610000000,9.12470000000,,3.40000000,1.66000000,0.342000,0.337000,3505.00
"LTT 1445 A b","LTT 1445 A",0.0381000000,5.35876350000,0.180000,2.73000000,1.34000000,0.257000,0.271000,3562.00
"V1298 Tau c","V1298 Tau",0.0824000000,8.24916400000,0.009400,4.70000000,5.08000000,1.100000,1.320000,4970.00
"LP 791-18 b","LP 791-18",0.0097800000,0.94799810000,0.000000,1.94000000,1.21200000,0.139000,0.182000,2960.00
"L 168-9 b","L 168-9",0.0208000000,1.40152604000,0.000000,4.07000000,1.63000000,0.614000,0.604000,3842.00
"LTT 3780 b","LTT 3780",0.0119500000,0.76837931000,0.000000,2.46000000,1.32500000,0.381000,0.380000,3358.00
"TOI-700 b","TOI-700",0.0677000000,9.97721900000,0.075000,0.70400000,0.91400000,0.415000,0.421000,3459.00
"TOI-700 d","TOI-700",0.1633000000,37.42396000000,0.042000,1.25000000,1.07300000,0.415000,0.421000,3459.00
"GJ 3473 b","GJ 3473",0.0158900000,1.19800350000,0.000000,1.86000000,1.26400000,0.360000,0.364000,3347.00
"TOI-776 b","TOI-776",0.0653000000,8.24662000000,0.052000,5.00000000,1.79800000,0.542000,0.547000,3725.00
"TOI-561 b","TOI-561",0.0106400000,0.44656970000,0.000000,2.02000000,1.39700000,0.806000,0.843000,5342.00
"TOI-561 c","TOI-561",0.0889000000,10.77883800000,0.023000,5.93000000,2.86500000,0.806000,0.843000,5342.00
"TOI-451 b","TOI-451",0.0274000000,1.85870330000,0.000000,4.70000000,1.84000000,0.930000,0.850000,5490.00
"TOI-451 c","TOI-451",0.0795000000,9.19246300000,0.000000,3.70000000,2.93000000,0.930000,0.850000,5490.00
"TOI-178 b","TOI-178",0.0260700000,1.91456010000,,0.96000000,1.20000000,0.647000,0.662000,4316.00
"TOI-178 c","TOI-178",0.0370000000,3.23848600000,0.000320,4.64000000,1.75400000,0.647000,0.662000,4316.00
"TOI-178 d","TOI-178",0.0592000000,6.55756900000,0.006800,5.20000000,2.69500000,0.647000,0.662000,4316.00
"TOI-178 e","TOI-178",0.0783000000,9.96318000000,0.000380,3.48000000,2.30100000,0.647000,0.662000,4316.00
"TOI-178 f","TOI-178",0.1039000000,15.23335000000,0.000450,5.63000000,2.41700000,0.647000,0.662000,4316.00
"TOI-178 g","TOI-178",0.1275000000,20.71663000000,0.000430,4.40000000,2.93900000,0.647000,0.662000,4316.00
"GJ 486 b","GJ 486",0.0171400000,1.46712127000,0.000860,2.77000000,1.28900000,0.312000,0.324300,3317.00
"LHS 1478 b","LHS 1478",0.0184800000,1.94953780000,,2.33000000,1.24200000,0.236000,0.246000,3381.00
"TOI-1685 b","TOI-1685",0.0116400000,0.66913923000,0.000000,3.07000000,1.42100000,0.466000,0.462000,3470.00
"TOI-1807 b","TOI-1807",0.0122000000,0.54937097000,0.000000,2.44000000,1.49681583,0.804800,0.746000,4914.00
"TOI-431 b","TOI-431",0.0113000000,0.49004700000,0.000000,3.07000000,1.28000000,0.780000,0.731000,4850.00
"TOI-431 c","TOI-431",0.0520000000,4.84940000000,0.000000,2.83000000,1.49000000,0.780000,0.731000,4850.00
"L 98-59 e","L 98-59",0.0712000000,12.82780000000,0.012000,2.82000000,1.49000000,0.292300,0.315500,3415.00
"GJ 367 b","GJ 367",0.0071000000,0.32192260000,0.000000,0.50300000,0.73600000,0.451000,0.457000,3535.00
"LTT 1445 A c","LTT 1445 A",0.0266100000,3.12390350000,0.223000,1.54000000,1.14700000,0.257000,0.265000,3340.00
"TOI-500 b","TOI-500",0.0118900000,0.54817700000,0.063000,1.42000000,1.16600000,0.740000,0.678000,4440.00
"TOI-1442 b","TOI-1442",0.0071000000,0.40906770000,,1.71000000,1.17000000,0.290000,0.310000,3330.00
"TOI-2260 b","TOI-2260",0.0097000000,0.35247280000,,3.26000000,1.62000000,0.990000,0.940000,5534.00
"TOI-2445 b","TOI-2445",0.0064000000,0.37112810000,,2.10000000,1.25000000,0.250000,0.270000,3333.00
"GJ 3929 b","GJ 3929",0.0252000000,2.61623500000,0.000000,1.75000000,1.09000000,0.313000,0.320000,3384.00
"TOI-500 c","TOI-500",,6.63560000000,0.072000,5.03000000,2.09000000,0.740000,0.678000,4440.00
"HD 260655 b","HD 260655",0.0293300000,2.76953000000,0.039000,2.14000000,1.24000000,0.439000,0.439000,3803.00
"HD 260655 c","HD 260655",0.0474900000,5.70588000000,0.038000,3.09000000,1.53300000,0.439000,0.439000,3803.00
"GJ 3929 c","GJ 3929",0.0810000000,15.04000000000,0.000000,5.71000000,2.26000000,0.313000,0.320000,3384.00
"GJ 3090 b","GJ 3090",0.0316000000,2.85310198000,0.250000,4.52000000,2.18000000,0.519000,0.516000,3707.00
"TOI-700 e","TOI-700",0.1340000000,27.80978000000,0.059000,0.81800000,0.95300000,0.415000,0.421000,3459.00
"TOI-771 b","TOI-771",0.0208000000,2.32601550000,0.055000,2.47000000,1.36000000,0.220000,0.232000,3370.00
"TOI-836 b","TOI-836",0.0422000000,3.81673000000,0.053000,4.53000000,1.70400000,0.678000,0.665000,4552.00
"LHS 475 b","LHS 475",0.0203700000,2.02908800000,0.000000,0.94100000,0.99100000,0.262000,0.278900,3300.00
"TOI-1416 b","TOI-1416",0.0190000000,1.06975680000,0.000000,3.48000000,1.62000000,0.798000,0.793000,4884.00
"TOI-1468 c","TOI-1468",0.0860800000,15.53247700000,0.111000,4.10000000,2.12600000,0.352700,0.371400,3376.00
"TOI-1468 b","TOI-1468",0.0210700000,1.88052010000,0.009900,3.04000000,1.40100000,0.352700,0.371400,3376.00
"TOI-1801 b","TOI-1801",0.0750000000,10.64387000000,0.000000,5.73800000,2.07900000,0.556000,0.547000,3863.00
"TOI-4336 A b","TOI-4336 A",0.0849000000,16.33635100000,0.000000,3.33000000,2.13700000,0.306000,0.326000,3307.00
"Kepler-167 c","Kepler-167",0.0684000000,7.40610600000,0.000000,3.44000000,1.67400000,0.777000,0.749000,4884.00
"TOI-1136 b","TOI-1136",0.0510600000,4.17270000000,0.027000,3.50000000,1.90000000,1.022000,0.968000,5770.00
"TOI-1136 g","TOI-1136",0.2290000000,39.54500000000,0.040000,5.60000000,2.53000000,1.022000,0.968000,5770.00
"TOI-6255 b","TOI-6255",,0.23818244000,0.000000,1.44000000,1.07900000,0.353000,0.370000,3421.00
"LP 791-18 d","LP 791-18",0.0199200000,2.75485000000,0.001100,0.91000000,1.03200000,0.139000,0.182000,2960.00
"TOI-6324 b","TOI-6324",,0.27922100000,0.000000,1.17000000,1.05900000,0.269000,0.293000,3247.00
"GJ 367 c","GJ 367",,11.53010000000,0.090000,4.13000000,1.86000000,0.455000,0.458000,3522.00
"AU Mic d","AU Mic",,12.73596000000,0.003050,1.05300000,1.02000000,0.510000,0.744000,3678.00
"GJ 806 b","GJ 806",0.0140600000,0.92632370000,,1.90000000,1.33100000,0.413000,0.414400,3600.00
"GJ 806 c","GJ 806",0.0523000000,6.64064000000,,5.80000000,2.28000000,0.413000,0.414400,3600.00
"HD 110067 b","HD 110067",0.0793000000,9.11367800000,,5.69000000,2.20000000,0.798000,0.788000,5266.00
"HD 110067 e","HD 110067",0.1785000000,30.79309100000,,3.90000000,1.94000000,0.798000,0.788000,5266.00
"HD 110067 f","HD 110067",0.2163000000,41.05854000000,,5.04000000,2.60100000,0.798000,0.788000,5266.00
"GJ 341 b","GJ 341",,7.57686000000,0.000000,4.00000000,0.88000000,0.480000,0.506600,3770.00
"Kepler-51 e","Kepler-51",,264.28400000000,0.020000,5.40000000,2.18000000,0.960000,0.870000,5674.00
"TOI-771 c","TOI-771",0.0460000000,7.61000000000,0.065000,2.87000000,1.50000000,0.220000,0.232000,3370.00
"TOI-2076 e","TOI-2076",0.0386300000,3.02237530000,0.000000,4.70000000,1.30100000,0.849000,0.758000,5187.00
"L 98-59 f","L 98-59",0.1052000000,23.06400000000,0.044000,2.80000000,1.48000000,0.292300,0.315500,3415.00
"55 Cnc B b","55 Cnc B",0.0440000000,6.79940000000,0.000000,3.50000000,1.69000000,0.260000,0.274000,3286.00
"55 Cnc B c","55 Cnc B",0.1300000000,33.74700000000,0.000000,5.30000000,2.16000000,0.260000,0.274000,3286.00
"TOI-4336 A c","TOI-4336 A",0.0509200000,7.58726600000,0.000000,1.55000000,1.25100000,0.306000,0.326000,3307.00
"TOI-260 b","TOI-260",0.0943000000,13.47585300000,0.000000,4.23000000,1.71000000,0.616000,0.607000,4026.00
"Kepler-167 d","Kepler-167",0.1404000000,21.80379000000,0.000000,2.06000000,1.23800000,0.777000,0.749000,4884.00
"Kepler-51 c","Kepler-51",0.3840000000,85.31200000000,0.014000,4.00000000,9.00000000,1.040000,0.940000,6018.00
"Kepler-51 b","Kepler-51",0.2514000000,45.15400000000,0.040000,2.10000000,7.10000000,1.040000,0.940000,6018.00
"Kepler-167 b","Kepler-167",0.0482500000,4.39315390000,0.000000,3.60000000,1.71800000,0.777000,0.749000,4884.00
"K2-136 b","K2-136",0.0707000000,7.97525000000,0.140000,4.30000000,1.01400000,0.742000,0.677000,4500.00
"Kepler-889 b","Kepler-889",0.0497500000,3.74443900000,0.000000,1.32000000,1.09000000,1.140000,1.250000,5961.00
"Kepler-1804 b","Kepler-1804",0.1017000000,12.28849983000,0.000000,3.18000000,1.59615726,0.929000,1.671000,5109.00
"Kepler-1188 b","Kepler-1188",0.1350000000,17.13695430000,0.000000,4.98000000,2.08000000,1.040000,1.060000,5913.00
"Kepler-1281 b","Kepler-1281",0.0415000000,3.11602791000,0.000000,3.33000000,1.64000000,0.870000,0.830000,5353.00
"Kepler-128 b","Kepler-128",0.1254500000,15.00000000000,0.000000,3.79000000,1.42100000,1.184000,1.659000,6072.00
"Kepler-1693 b","Kepler-1693",0.1011000000,12.09990000000,0.000000,2.21000000,1.28938413,0.950000,0.878295,5432.34
"Kepler-1191 b","Kepler-1191",0.0587000000,5.60014851000,0.000000,2.89000000,1.51000000,0.850000,0.810000,5308.00
"Kepler-1825 b","Kepler-1825",0.0187000000,1.02586996600,0.000000,2.61000000,1.42200732,0.828000,0.847000,5123.00
"Kepler-1074 b","Kepler-1074",0.0536000000,5.94566534000,0.000000,2.10000000,1.25000000,0.600000,0.570000,4002.00
"pi Men c","HD 39091",0.0683900000,6.26783990000,0.000000,3.63000000,2.01890000,1.070000,1.170000,5998.00
"GJ 1061 d","GJ 1061",0.0540000000,13.06600000000,0.040000,1.67000000,1.16000000,0.120000,0.156000,2953.00
"Kepler-144 c","Kepler-144",0.0940000000,10.10466500000,0.000000,2.39000000,1.35000000,1.154000,1.235000,6075.00
"Kepler-431 c","Kepler-431",0.0847000000,8.70300000000,0.000000,0.22900000,0.66800000,1.071000,1.092000,6004.00
"TOI-5720 b","TOI-5720",0.0182880000,1.43445550000,,4.30000000,1.09000000,0.383000,0.383000,3325.00
"Kepler-230 c","Kepler-230",0.3800000000,91.77324200000,0.000000,4.82000000,2.04000000,0.784000,0.817000,5588.00
"Kepler-1091 b","Kepler-1091",0.0252000000,1.43474156400,0.000000,2.73000000,1.46000000,1.010000,1.030000,5851.00
"Kepler-1275 b","Kepler-1275",0.0488000000,3.65691115000,0.000000,2.79000000,1.48000000,1.230000,1.360000,6296.00
"K2-386 b","K2-386",,7.47322300000,,5.99000000,2.32000000,0.911000,0.970000,5749.00
"Kepler-1342 b","Kepler-1342",0.0313000000,2.21571035800,0.000000,3.39000000,1.66000000,0.930000,0.900000,5527.00
"Kepler-1713 b","Kepler-1713",0.1418500000,18.01160049000,0.000000,3.59000000,1.71673535,1.300000,1.459000,6477.00
"Kepler-1121 b","Kepler-1121",0.1181800000,13.15141081000,0.000000,4.31000000,1.91000000,1.290000,1.590000,6231.00
"Kepler-197 c","Kepler-197",0.0900000000,10.34969500000,0.080000,5.30000000,1.23000000,0.857000,1.120000,6004.00
"Kepler-1195 b","Kepler-1195",0.0726000000,8.49642241000,0.000000,4.98000000,2.08000000,0.740000,0.710000,4965.00
"Kepler-1783 b","Kepler-1783",0.0759500000,8.27744007100,0.000000,2.30000000,1.31946731,0.887000,1.781000,5129.00
"Kepler-235 b","Kepler-235",0.0370000000,3.34022200000,0.000000,5.60000000,2.23000000,0.581000,0.554000,4255.00
"Kepler-625 b","Kepler-625",0.0813700000,7.75192492000,0.000000,4.62000000,1.99000000,1.040000,0.960000,5789.00
"Kepler-1178 b","Kepler-1178",0.1596000000,31.80634000000,0.000000,1.24000000,1.07000000,0.800000,0.750000,4990.00
"K2-407 b","K2-407",,4.94190700000,,2.19000000,1.28300000,0.881000,0.927000,5563.00
"KOI-351 b","KOI-351",0.0740000000,7.00815100000,0.000000,2.27000000,1.31000000,1.200000,1.200000,6080.00
"GJ 1002 b","GJ 1002",0.0457000000,10.34650000000,,1.08000000,1.03000000,0.120000,0.137000,3024.00
"Kepler-60 b","Kepler-60",0.0725500000,7.13340000000,0.000000,4.19000000,1.71000000,1.041000,1.257000,5905.00
"Kepler-85 c","Kepler-85",0.1036300000,12.51000000000,0.027000,2.15000000,1.97800000,0.928000,0.875000,5505.20
"TOI-2081 b","TOI-2081",0.0752000000,10.50534000000,,4.82000000,2.04000000,0.540000,0.534000,3800.00
"Kepler-1818 b","Kepler-1818",0.0550000000,4.64490985900,0.000000,3.58000000,1.71360684,1.021000,1.129000,6047.00
"TOI-871 b","TOI-871",0.1054000000,14.36256500000,,3.41000000,1.66400000,0.758000,0.719000,4929.00
"GJ 251 c","GJ 251",0.1960000000,53.64700000000,0.000000,3.88000000,1.80000000,0.350000,0.360000,3342.00
"Kepler-101 c","Kepler-101",0.0684000000,6.02976000000,0.000000,3.78000000,1.25000000,1.170000,1.560000,5667.00
"Kepler-1200 b","Kepler-1200",0.0188000000,1.11854971700,0.000000,1.20000000,1.06000000,0.740000,0.700000,4612.00
"Kepler-1630 b","Kepler-1630",1.1218000000,509.99740200000,0.000000,5.43000000,2.19000000,0.660000,0.630000,4736.00
"Kepler-887 c","Kepler-887",0.0801000000,7.63846023000,0.000000,1.51000000,1.13000000,1.190000,1.290000,6194.00
